Artist_Group,Artist,Title,QR_Code,Released,Record_Case
"Detroit Emeralds","Detroit Emeralds","Feel The Need In Me",https://www.discogs.com/release/4388431,1973,"7"" - Playlist - 02"
"Detroit Emeralds","Detroit Emeralds","I Think Of You",https://www.discogs.com/release/1739251,1973,"7"" - Archive 02"
"Detroit Emeralds","Detroit Emeralds","You Want It, You Got It / Whatcha Gonna Wear Tomorrow",https://www.discogs.com/release/9974661,1971,"7"" - Archive 02"
Devo,Devo,"Jocko Homo / Mongoloid",https://www.discogs.com/release/2169842,1978,"7"" - Playlist - 02"
"Dexter Wansel","Dexter Wansel","Disco Lights",https://www.discogs.com/release/29456113,1977,"7"" - Archive 02"
"Dexys Midnight Runners & Kevin Rowland","Dexys Midnight Runners",Geno,https://www.discogs.com/release/1185211,1980,"7"" - Playlist - 02"
"Dexys Midnight Runners & Kevin Rowland","Dexys Midnight Runners","Show Me",https://www.discogs.com/release/9409759,1981,"7"" - Playlist - 02"
"Dexys Midnight Runners & Kevin Rowland","Dexys Midnight Runners","There, There, My Dear",https://www.discogs.com/release/919203,1980,"7"" - Playlist - 02"
"Dexys Midnight Runners & Kevin Rowland","Dexys Midnight Runners & The Emerald Express","Come On Eileen",https://www.discogs.com/release/9335691,1982,"7"" - Playlist - 02"
"Dexys Midnight Runners & Kevin Rowland","Dexys Midnight Runners & The Emerald Express","The Celtic Soul Brothers",https://www.discogs.com/release/453240,1982,"7"" - Playlist - 02"
"Dexys Midnight Runners & Kevin Rowland","Dexys Midnight Runners Featuring Kevin Rowland","Because Of You",https://www.discogs.com/release/1584968,1986,"7"" - Playlist - 02"
"Dexys Midnight Runners & Kevin Rowland","Kevin Rowland & Dexys Midnight Runners","Jackie Wilson Said (I'm In Heaven When You Smile) / Let's Make This Precious",https://www.discogs.com/release/1561683,1982,"7"" - Playlist - 02"
"Dexys Midnight Runners & Kevin Rowland","Kevin Rowland & Dexys Midnight Runners","Let's Get This Straight From The Start / Old",https://www.discogs.com/release/1469940,1982,"7"" - Playlist - 02"
Diablo,Diablo,"Ghost Riders In The Sky",https://www.discogs.com/release/11996089,1979,"7"" - Archive 02"
"Diamonds / Big Bopper / The Platters","Diamonds / Big Bopper / The Platters","Little Darlin / Chantilly Lace / The Great Pretender",https://www.discogs.com/release/4127493,1974,"7"" - Archive 02"
"Diana Brown & Barrie K Sharpe","Diana Brown & Barrie K Sharpe","The Masterplan",https://www.discogs.com/release/1597102,1990,"7"" - Playlist - 02"
"Diana Ross","Diana Ross","Chain Reaction",https://www.discogs.com/release/554081,1986,"7"" - Playlist - 02"
"Diana Ross","Diana Ross","Gettin' Ready For Love",https://www.discogs.com/release/1977072,1977,"7"" - Archive 02"
"Diana Ross","Diana Ross","I'm Coming Out",https://www.discogs.com/release/650664,1980,"7"" - Retro - 01"
"Diana Ross","Diana Ross","If We Hold On Together (Movie Version)",https://www.discogs.com/release/2028280,1992,"7"" - Archive 02"
"Diana Ross","Diana Ross","It's My House",https://www.discogs.com/release/14370931,1979,"7"" - Retro - 01"
"Diana Ross","Diana Ross","It's My Turn",https://www.discogs.com/release/1544496,1980,"7"" - Retro - 01"
"Diana Ross","Diana Ross",Muscles,https://www.discogs.com/release/2220259,1982,"7"" - Archive 02"
"Diana Ross","Diana Ross","My Old Piano",https://www.discogs.com/release/533747,1980,"7"" - Retro - 01"
"Diana Ross","Diana Ross","No One Gets The Prize",https://www.discogs.com/release/2722772,1979,"7"" - Archive 02"
"Diana Ross","Diana Ross","Sorry Doesn't Always Make It Right",https://www.discogs.com/release/554089,1975,"7"" - Archive 02"
"Diana Ross","Diana Ross","The Boss",https://www.discogs.com/release/10638489,1979,"7"" - Retro - 01"
"Diana Ross","Diana Ross","Touch Me In The Morning / I'm Still Waiting",https://www.discogs.com/release/5210125,"","7"" - Retro - 01"
"Diana Ross","Diana Ross","Upside Down",https://www.discogs.com/release/11925277,"","7"" - Retro - 01"
"Diana Ross","Diana Ross","When You Tell Me That You Love Me",https://www.discogs.com/release/1498173,1991,"7"" - Archive 02"
"Diana Ross","Diana Ross","Why Do Fools Fall In Love",https://www.discogs.com/release/9995721,1981,"7"" - Playlist - 02"
"Diana Ross","Diana Ross","Work That Body",https://www.discogs.com/release/7205464,1981,"7"" - Playlist - 02"
"Diana Ross & Marvin Gaye / Marvin Gaye & Tammi Terrell","Diana Ross & Marvin Gaye / Marvin Gaye & Tammi Terrell","You Are Everything / The Onion Song",https://www.discogs.com/release/2850337,1976,"7"" - Retro - 01"
"Diana Ross / Michael Jackson / The Wiz Stars","Diana Ross / Michael Jackson / The Wiz Stars","Ease On Down The Road / Poppy Girls",https://www.discogs.com/release/1421866,1978,"7"" - Retro - 01"
"Diana Ross And Lionel Richie","Diana Ross And Lionel Richie","Endless Love",https://www.discogs.com/release/7203849,1981,"7"" - Archive 02"
Dickies,Dickies,"Banana Splits",https://www.discogs.com/release/419081,1979,"7"" - Playlist - 02"
Dickies,Dickies,"Give It Back",https://www.discogs.com/release/821909,1978,"7"" - Playlist - 02"
Dickies,Dickies,"Nights In White Satin",https://www.discogs.com/release/540445,1979,"7"" - Playlist - 02"
Dickies,Dickies,"Paranoid / I'm OK, You're OK",https://www.discogs.com/release/778210,1978,"7"" - Playlist - 02"
Dickies,Dickies,"Silent Night",https://www.discogs.com/release/10166741,1978,"7"" - Holiday"
"Digby Spade","Digby Spade","Raining In My Heart",https://www.discogs.com/release/12438439,1982,"7"" - Archive 02"
"Digno Garcia Y Sus Carios","Digno Garcia Y Sus Carios","La Felicidad",https://www.discogs.com/release/7336319,1968,"7"" - Archive 02"
"Dimitri Dourakine Und Sein Orchester","Dimitri Dourakine Und Sein Orchester",Casatschok,https://www.discogs.com/release/2619482,1968,"7"" - Archive 02"
"Dina Carroll","Dina Carroll","The Perfect Year",https://www.discogs.com/release/3049711,1993,"7"" - Archive 02"
Dion,Dion,"Runaround Sue",https://www.discogs.com/release/541919,1961,"7"" - Retro - 01"
Dion,Dion,"The Wanderer",https://www.discogs.com/release/2898262,1976,"7"" - Retro - 01"
"Dionne Warwick","Dionne Warwick","(Theme From) Valley Of The Dolls",https://www.discogs.com/release/2317676,1968,"7"" - Archive 02"
"Dionne Warwick","Dionne Warwick","All The Love In The World",https://www.discogs.com/release/1538951,1982,"7"" - Archive 02"
"Dionne Warwick","Dionne Warwick",Heartbreaker,https://www.discogs.com/release/1247102,1982,"7"" - Playlist - 02"
"Dionne Warwick","Dionne Warwick","It's Love That Really Counts",https://www.discogs.com/release/3717695,1964,"7"" - Archive 02"
"Dionne Warwick","Dionne Warwick","Take It From Me",https://www.discogs.com/release/4002884,1975,"7"" - Archive 02"
"Dionne Warwick","Dionne Warwick","Walk On By / Do You Know The Way To San José?",https://www.discogs.com/release/2988344,1982,"7"" - Retro - 01"
"Dire Straits","Dire Straits","Brothers In Arms",https://www.discogs.com/release/6955550,1985,"7"" - Playlist - 02"
"Dire Straits","Dire Straits",ExtendeDancEPlay,https://www.discogs.com/release/1151096,1983,"7"" - Playlist - 02"
"Dire Straits","Dire Straits","Money For Nothing",https://www.discogs.com/release/594270,1985,"7"" - Playlist - 02"
"Dire Straits","Dire Straits","Private Investigations",https://www.discogs.com/release/1763723,1982,"7"" - Playlist - 02"
"Dire Straits","Dire Straits","Romeo And Juliet",https://www.discogs.com/release/11096829,1980,"7"" - Playlist - 02"
"Dire Straits","Dire Straits",Skateaway,https://www.discogs.com/release/2340156,1980,"7"" - Playlist - 02"
"Dire Straits","Dire Straits","So Far Away",https://www.discogs.com/release/6660744,1985,"7"" - Playlist - 02"
"Dire Straits","Dire Straits","Sultans Of Swing",https://www.discogs.com/release/8192211,1978,"7"" - Playlist - 02"
"Dire Straits","Dire Straits","Walk Of Life  ",https://www.discogs.com/release/412714,1985,"7"" - Playlist - 02"
"Disco Tex & His Sex-O-Lettes","Disco Tex & His Sex-O-Lettes","Get Dancin' - Part 1",https://www.discogs.com/release/518008,1974,"7"" - Archive 02"
"Disco Tex & His Sex-O-Lettes","Disco Tex & His Sex-O-Lettes","I Wanna Dance Wit' Choo (Doo Dat Dance)",https://www.discogs.com/release/518000,1975,"7"" - Archive 02"
Distractions,Distractions,"And Then There's...",https://www.discogs.com/release/2217016,1981,"7"" - Archive 02"
Divine,Divine,"You Think You're A Man",https://www.discogs.com/release/139016,1984,"7"" - Playlist - 02"
"Dizzi Heights","Dizzi Heights","Christmas Rapping / Unrapping",https://www.discogs.com/release/1537464,1982,"7"" - Holiday"
"DJ Jazzy Jeff & The Fresh Prince","DJ Jazzy Jeff & The Fresh Prince","Girls Ain't Nothing But Trouble",https://www.discogs.com/release/966061,1986,"7"" - Playlist - 02"
"DJ Miko","DJ Miko","What's Up",https://www.discogs.com/release/1769888,1994,"7"" - Playlist - 02"
"DNA Featuring Suzanne Vega","DNA Featuring Suzanne Vega","Tom's Diner",https://www.discogs.com/release/12139675,1990,"7"" - Playlist - 02"
"Dobie Gray","Dobie Gray","Drift Away",https://www.discogs.com/release/464665,1974,"7"" - Retro - 01"
"Dobie Gray","Dobie Gray","Out On The Floor",https://www.discogs.com/release/2004504,1982,"7"" - Archive 02"
"Dobie Gray","Dobie Gray","Roll On Sweet Mississippi",https://www.discogs.com/release/5592219,1974,"7"" - Archive 02"
"Doctor & The Medics","Doctor & The Medics",Burn,https://www.discogs.com/release/1869840,1986,"7"" - Archive 02"
"Doctor & The Medics","Doctor & The Medics","Spirit In The Sky",https://www.discogs.com/release/1361258,1986,"7"" - Playlist - 02"
Dodgers,Dodgers,"Love On The Rebound",https://www.discogs.com/release/6571151,1978,"7"" - Archive 02"
Doll,Doll,"Desire Me",https://www.discogs.com/release/820272,1979,"7"" - Playlist - 02"
Dollar,Dollar,"Give Me Back My Heart",https://www.discogs.com/release/12329501,1982,"7"" - Archive 02"
Dollar,Dollar,"Hand Held In Black And White",https://www.discogs.com/release/134673,1981,"7"" - Retro - 01"
Dollar,Dollar,"Love's Gotta Hold On Me",https://www.discogs.com/release/215237,1979,"7"" - Archive 02"
Dollar,Dollar,"Mirror Mirror",https://www.discogs.com/release/1247148,1981,"7"" - Retro - 01"
Dollar,Dollar,"O L'Amour",https://www.discogs.com/release/1738975,1987,"7"" - Archive 02"
Dollar,Dollar,"Shooting Star",https://www.discogs.com/release/215242,1978,"7"" - Archive 02"
"Dolly McMahon","Dolly McMahon","Sweet Rathcoole / Roving Galway Boy",https://www.discogs.com/release/14447360,1968,"7"" - Archive 02"
"Dolly Parton","Dolly Parton","Here You Come Again",https://www.discogs.com/release/5564442,1984,"7"" - Retro - 01"
"Dolly Parton","Dolly Parton","I Will Always Love You",https://www.discogs.com/release/4468487,1982,"7"" - Retro - 01"
"Dolly Parton","Dolly Parton",Jolene,https://www.discogs.com/release/3491706,1976,"7"" - Retro - 01"
"Don Covay","Don Covay","It's Better To Have (And Don't Need)",https://www.discogs.com/release/890560,1974,"7"" - Archive 02"
"Don Estelle With The Mold Green Junior Folk Group Choir","Don Estelle With The Mold Green Junior Folk Group Choir","Little Donkey / Auld Lang Syne",https://www.discogs.com/release/1311785,1981,"7"" - Holiday"
"Don Fardon","Don Fardon","Indian Reservation",https://www.discogs.com/release/1336106,1970,"7"" - Retro - 01"
"Don Harper & Denny Wright Quartet With Al Cohn","Don Harper & Denny Wright Quartet With Al Cohn","The Pizza Express",https://www.discogs.com/release/16026559,1980,"7"" - Archive 02"
"Don Henley","Don Henley","The Boys Of Summer",https://www.discogs.com/release/1326767,1984,"7"" - Playlist - 02"
"Don McLean","Don McLean","American Pie",https://www.discogs.com/release/540564,1971,"7"" - Retro - 01"
"Don McLean","Don McLean",Crying,https://www.discogs.com/release/11679223,1980,"7"" - Retro - 01"
"Don McLean","Don McLean","Dreidel / Vincent",https://www.discogs.com/release/1842962,"","7"" - Archive 02"
"Don McLean","Don McLean","The Very Thought Of You / Left For Dead On The Road Of Love",https://www.discogs.com/release/2148117,1982,"7"" - Retro - 01"
"Don McLean","Don McLean",Vincent,https://www.discogs.com/release/9902078,1972,"7"" - Retro - 01"
"Don McLean","Don McLean","Wonderful Baby",https://www.discogs.com/release/2122410,1974,"7"" - Archive 02"
"Don Pablo's Animals","Don Pablo's Animals",Venus,https://www.discogs.com/release/5120456,1990,"7"" - Playlist - 02"
"Don Robertson","Don Robertson","The Happy Whistler",https://www.discogs.com/release/18840787,1956,"7"" - Archive 02"
"Don Spencer","Don Spencer",Fireball,https://www.discogs.com/release/1843415,1963,"7"" - Archive 02"
"Don Williams","Don Williams","Till The Rivers All Run Dry",https://www.discogs.com/release/2935260,1975,"7"" - Archive 02"
"Donna Allen","Donna Allen",Serious,https://www.discogs.com/release/760891,1987,"7"" - Archive 02"
"Donna Summer","Donna Summer","Back In Love Again",https://www.discogs.com/release/5191646,1978,"7"" - Archive 02"
"Donna Summer","Donna Summer","Bad Girls",https://www.discogs.com/release/981401,1979,"7"" - Playlist - 02"
"Donna Summer","Donna Summer","Cold Love",https://www.discogs.com/release/2299064,1980,"7"" - Archive 02"
"Donna Summer","Donna Summer","Could It Be Magic",https://www.discogs.com/release/5154665,1976,"7"" - Playlist - 02"
"Donna Summer","Donna Summer","Dim All The Lights",https://www.discogs.com/release/1824810,1979,"7"" - Archive 02"
"Donna Summer","Donna Summer","Dinner With Gershwin",https://www.discogs.com/release/2298554,1987,"7"" - Playlist - 02"
"Donna Summer","Donna Summer","Hot Stuff",https://www.discogs.com/release/893419,1979,"7"" - Playlist - 02"
"Donna Summer","Donna Summer","I Don't Wanna Get Hurt",https://www.discogs.com/release/1742451,1989,"7"" - Archive 02"
"Donna Summer","Donna Summer","I Feel Love",https://www.discogs.com/release/1154386,1977,"7"" - Playlist - 02"
"Donna Summer","Donna Summer","I Feel Love (Special New Version Remix By Patrick Cowley)",https://www.discogs.com/release/2000274,1982,"7"" - Archive 02"
"Donna Summer","Donna Summer","I Love You",https://www.discogs.com/release/3736364,1977,"7"" - Archive 02"
"Donna Summer","Donna Summer","I Remember Yesterday",https://www.discogs.com/release/5653438,1977,"7"" - Archive 02"
"Donna Summer","Donna Summer","Last Dance",https://www.discogs.com/release/1261137,1978,"7"" - Archive 02"
"Donna Summer","Donna Summer","Love Is In Control (Finger On The Trigger)",https://www.discogs.com/release/817543,1982,"7"" - Archive 02"
"Donna Summer","Donna Summer","Love To Love You Baby",https://www.discogs.com/release/387913,1975,"7"" - Playlist - 02"
"Donna Summer","Donna Summer","Love's About To Change My Heart",https://www.discogs.com/release/8775510,1989,"7"" - Archive 02"
"Donna Summer","Donna Summer","Love's Unkind",https://www.discogs.com/release/435438,1977,"7"" - Playlist - 02"
"Donna Summer","Donna Summer","MacArthur Park",https://www.discogs.com/release/6862604,1978,"7"" - Playlist - 02"
"Donna Summer","Donna Summer","Rumour Has It",https://www.discogs.com/release/1831471,1978,"7"" - Archive 02"
"Donna Summer","Donna Summer","She Works Hard For The Money",https://www.discogs.com/release/1892270,1983,"7"" - Playlist - 02"
"Donna Summer","Donna Summer","State Of Independence",https://www.discogs.com/release/5437031,1990,"7"" - Archive 02"
"Donna Summer","Donna Summer","The Hostage",https://www.discogs.com/release/11517743,1974,"7"" - Archive 02"
"Donna Summer","Donna Summer","This Time I Know It's For Real",https://www.discogs.com/release/6854847,1989,"7"" - Archive 02"
"Donna Summer","Donna Summer","Unconditional Love",https://www.discogs.com/release/1742462,1983,"7"" - Archive 02"
"Donna Summer","Donna Summer","Winter Melody",https://www.discogs.com/release/5133850,1976,"7"" - Archive 02"
"Donna Summer","Donna Summer / Barbra Streisand","No More Tears (Enough Is Enough) / Lucky",https://www.discogs.com/release/9514439,1979,"7"" - Playlist - 02"
"Donna Summer","Donna Summer / John Barry","Down Deep Inside (Theme From The Deep)",https://www.discogs.com/release/740431,1977,"7"" - Playlist - 02"
"Donnie Elbert","Donnie Elbert","I Can't Help Myself",https://www.discogs.com/release/1534274,1972,"7"" - Archive 02"
"Donny & Marie Osmond","Donny & Marie Osmond","Deep Purple",https://www.discogs.com/release/2916405,1975,"7"" - Archive 02"
"Donny & Marie Osmond","Donny & Marie Osmond","I'm Leaving It (All) Up To You",https://www.discogs.com/release/4079505,1974,"7"" - Archive 02"
"Donny & Marie Osmond","Donny & Marie Osmond","Morning Side Of The Mountain",https://www.discogs.com/release/2162003,1974,"7"" - Archive 02"
"Donny Osmond","Donny Osmond","Puppy Love",https://www.discogs.com/release/4481373,1972,"7"" - Retro - 01"
"Donny Osmond","Donny Osmond","The Twelfth Of Never",https://www.discogs.com/release/2669455,1973,"7"" - Retro - 01"
"Donny Osmond","Donny Osmond","Too Young",https://www.discogs.com/release/6712289,1972,"7"" - Archive 02"
"Donny Osmond","Donny Osmond","When I Fall In Love",https://www.discogs.com/release/3359073,1973,"7"" - Archive 02"
"Donny Osmond","Donny Osmond","Where Did All The Good Times Go",https://www.discogs.com/release/2142061,1974,"7"" - Archive 02"
"Donny Osmond","Donny Osmond","Young Love / A Million To One",https://www.discogs.com/release/11715543,1973,"7"" - Archive 02"
Donovan,Donovan,"Jennifer Juniper",https://www.discogs.com/release/1620747,1968,"7"" - Retro - 01"
"Doobie Brothers","Doobie Brothers","Listen To The Music",https://www.discogs.com/release/2519308,1973,"7"" - Retro - 01"
"Doobie Brothers","Doobie Brothers","Long Train Runnin'",https://www.discogs.com/release/4524051,1973,"7"" - Retro - 01"
"Doobie Brothers","Doobie Brothers","What A Fool Believes",https://www.discogs.com/release/6697876,1978,"7"" - Retro - 01"
"Dooley Wilson With The Voices Of Humphrey Bogart And Ingrid Bergman / Dick Powell","Dooley Wilson With The Voices Of Humphrey Bogart And Ingrid Bergman / Dick Powell","As Time Goes By / I'll String Along With You",https://www.discogs.com/release/10699713,1977,"7"" - Archive 02"
Dooleys,Dooleys,"And I Wish",https://www.discogs.com/release/933207,1981,"7"" - Archive 02"
Dooleys,Dooleys,"Don't Take It Lyin' Down",https://www.discogs.com/release/8148387,1978,"7"" - Archive 02"
Dooleys,Dooleys,"Honey I'm Lost",https://www.discogs.com/release/3460264,1979,"7"" - Archive 02"
Dooleys,Dooleys,"Love Patrol",https://www.discogs.com/release/1768589,1980,"7"" - Archive 02"
Dooleys,Dooleys,"On The Move",https://www.discogs.com/release/11637073,1975,"7"" - Archive 02"
Dooleys,Dooleys,"Sha La La Lullaby / (Your Love Is) Sneaking Up On Me",https://www.discogs.com/release/5458760,1974,"7"" - Archive 02"
Dooleys,Dooleys,"The Chosen Few",https://www.discogs.com/release/7011298,1979,"7"" - Archive 02"
Dooleys,Dooleys,Wanted,https://www.discogs.com/release/11517323,1979,"7"" - Retro - 01"
Dooleys,Dooleys,"Will You Or Won't You",https://www.discogs.com/release/6131169,1982,"7"" - Archive 02"
Doop,Doop,Doop,https://www.discogs.com/release/486623,1994,"7"" - Playlist - 02"
Doors,Doors,"Light My Fire",https://www.discogs.com/release/4643819,1976,"7"" - Retro - 01"
Doors,Doors,"Riders On The Storm / Light My Fire",https://www.discogs.com/release/1627250,1985,"7"" - Retro - 01"
"Dorothy Moore","Dorothy Moore","I Believe You",https://www.discogs.com/release/1719926,1977,"7"" - Archive 02"
"Dorothy Moore","Dorothy Moore","Misty Blue",https://www.discogs.com/release/4478218,1975,"7"" - Retro - 01"
"Dorothy Squires","Dorothy Squires",Till,https://www.discogs.com/release/7211416,1970,"7"" - Archive 02"
Dots,Dots,"Helen In Your Headphones",https://www.discogs.com/release/3227573,1982,"7"" - Playlist - 02"
Double,Double,"The Captain Of Her Heart",https://www.discogs.com/release/137283,1986,"7"" - Archive 02"
"Doug E. Fresh And The Get Fresh Crew","Doug E. Fresh And The Get Fresh Crew","The Show & La Di Da Di",https://www.discogs.com/release/190509,1985,"7"" - Archive 02"
"Doug Sheldon","Doug Sheldon","I Saw Linda Yesterday",https://www.discogs.com/release/2121441,1963,"7"" - Archive 02"
"Doug Sheldon","Doug Sheldon","Run Around Sue",https://www.discogs.com/release/11917561,1961,"7"" - Retro - 01"
"Dr. Alban","Dr. Alban","It's My Life",https://www.discogs.com/release/2015421,1992,"7"" - Archive 02"
"Dr. Buzzard's Original Savannah Band","Dr. Buzzard's Original Savannah Band","Whispering / Cherchez La Femme / Se Si Bon",https://www.discogs.com/release/2155916,1976,"7"" - Archive 02"
"Dr. Feelgood","Dr. Feelgood","As Long As The Price Is Right",https://www.discogs.com/release/1381366,1979,"7"" - Archive 02"
"Dr. Feelgood","Dr. Feelgood","Back In The Night",https://www.discogs.com/release/1538696,1975,"7"" - Archive 02"
"Dr. Feelgood","Dr. Feelgood","Down At The Doctors",https://www.discogs.com/release/514343,1978,"7"" - Playlist - 02"
"Dr. Feelgood","Dr. Feelgood","Milk And Alcohol",https://www.discogs.com/release/698334,1978,"7"" - Playlist - 02"
"Dr. Feelgood","Dr. Feelgood","Roxette (Recorded Live)",https://www.discogs.com/release/2506537,1976,"7"" - Archive 02"
"Dr. Feelgood","Dr. Feelgood","She Does It Right",https://www.discogs.com/release/2506497,1975,"7"" - Archive 02"
"Dr. Feelgood","Dr. Feelgood","Sneakin' Suspicion",https://www.discogs.com/release/1325478,1977,"7"" - Archive 02"
"Dr. Hook","Dr. Hook","A Little Bit More",https://www.discogs.com/release/4776472,1976,"7"" - Retro - 01"
"Dr. Hook","Dr. Hook","If Not You / Up On The Mountain",https://www.discogs.com/release/1470572,1976,"7"" - Archive 02"
"Dr. Hook","Dr. Hook","More Like The Movies",https://www.discogs.com/release/1470569,1978,"7"" - Archive 02"
"Dr. Hook","Dr. Hook","Only Sixteen / Levitate",https://www.discogs.com/release/4640197,1975,"7"" - Archive 02"
"Dr. Hook","Dr. Hook","Sexy Eyes",https://www.discogs.com/release/5676744,1980,"7"" - Retro - 01"
"Dr. Hook","Dr. Hook","When You're In Love With A Beautiful Woman",https://www.discogs.com/release/5242724,1978,"7"" - Retro - 01"
"Dr. Hook","Dr. Hook","Years From Now",https://www.discogs.com/release/2145520,1980,"7"" - Archive 02"
"Dr. Hook & The Medicine Show","Dr. Hook & The Medicine Show","Sylvia's Mother",https://www.discogs.com/release/3938604,1972,"7"" - Retro - 01"
Dramatis,Dramatis,"Ex Luna Scientia",https://www.discogs.com/release/476921,1981,"7"" - Archive 02"
"Dream Academy","Dream Academy","Life In A Northern Town",https://www.discogs.com/release/4683199,1985,"7"" - Playlist - 02"
"Dream Warriors","Dream Warriors","My Definition Of A Boombastic Jazz Style",https://www.discogs.com/release/216678,1990,"7"" - Playlist - 02"
"Dream Warriors","Dream Warriors","Wash Your Face In My Sink",https://www.discogs.com/release/209478,1990,"7"" - Playlist - 02"
Drifters,Drifters,"Hello Happiness",https://www.discogs.com/release/1592137,1976,"7"" - Archive 02"
Drifters,Drifters,"Kissin' In The Back Row Of The Movies",https://www.discogs.com/release/474969,1974,"7"" - Retro - 01"
Drifters,Drifters,"There Goes My First Love",https://www.discogs.com/release/474979,1975,"7"" - Retro - 01"
Drifters,Drifters,"You're More Than A Number In My Little Red Book",https://www.discogs.com/release/2630439,1976,"7"" - Retro - 01"
Driscolls,Driscolls,"Girl I Want You Back",https://www.discogs.com/release/3138318,1988,"7"" - Archive 02"
Driscolls,Driscolls,"Julie Christie",https://www.discogs.com/release/1779250,1988,"7"" - Archive 02"
"Driver 67","Driver 67","Car 67",https://www.discogs.com/release/1494586,1978,"7"" - Playlist - 02"
"Driver 67","Driver 67",Headlights,https://www.discogs.com/release/3439292,1979,"7"" - Novelty"
"Drum Theatre","Drum Theatre",Eldorado,https://www.discogs.com/release/1873598,1986,"7"" - Archive 02"
Drupi,Drupi,"Vado Via",https://www.discogs.com/release/478491,1973,"7"" - Archive 02"
"Duane Eddy","Duane Eddy","(Dance With The) Guitar Man / Stretchin' Out",https://www.discogs.com/release/10807105,1962,"7"" - Archive 02"
"Duane Eddy","Duane Eddy","Love Confusion",https://www.discogs.com/release/2118598,1975,"7"" - Archive 02"
"Duane Eddy","Duane Eddy","The Ballad Of Paladin",https://www.discogs.com/release/10866007,1962,"7"" - Archive 02"
"Duane Eddy & The Rebelettes / Duane Eddy","Duane Eddy & The Rebelettes / Duane Eddy","Play Me Like You Play Your Guitar / Blue Montana Sky",https://www.discogs.com/release/475245,1975,"7"" - Archive 02"
Dubliners,Dubliners,"Black Velvet Band",https://www.discogs.com/release/9401796,1967,"7"" - Archive 02"
Dukes,Dukes,"Thank You For The Party",https://www.discogs.com/release/3367440,1982,"7"" - Archive 02"
"Dumpy's Rusty Bolts","Dumpy's Rusty Bolts","Boxhill Or Bust",https://www.discogs.com/release/3140614,1982,"7"" - Archive 02"
"Duncan Browne","Duncan Browne",Fauvette,https://www.discogs.com/release/1422871,1979,"7"" - Archive 02"
"Duran Duran","Duran Duran","A View To A Kill",https://www.discogs.com/release/215764,1985,"7"" - Playlist - 02"
"Duran Duran","Duran Duran","All She Wants Is",https://www.discogs.com/release/472752,1988,"7"" - Playlist - 02"
"Duran Duran","Duran Duran","Girls On Film",https://www.discogs.com/release/137725,1981,"7"" - Playlist - 02"
"Duran Duran","Duran Duran","Hungry Like The Wolf",https://www.discogs.com/release/140862,1982,"7"" - Playlist - 02"
"Duran Duran","Duran Duran","Is There Something I Should Know?",https://www.discogs.com/release/300183,1983,"7"" - Playlist - 02"
"Duran Duran","Duran Duran","New Moon On Monday",https://www.discogs.com/release/738583,1984,"7"" - Playlist - 02"
"Duran Duran","Duran Duran","Notorious  ",https://www.discogs.com/release/257873,1986,"7"" - Playlist - 02"
"Duran Duran","Duran Duran","Planet Earth",https://www.discogs.com/release/9719807,1981,"7"" - Playlist - 02"
"Duran Duran","Duran Duran",Rio,https://www.discogs.com/release/10503930,1982,"7"" - Playlist - 02"
"Duran Duran","Duran Duran","Save A Prayer",https://www.discogs.com/release/215148,1982,"7"" - Playlist - 02"
"Duran Duran","Duran Duran","Skin Trade",https://www.discogs.com/release/893294,1987,"7"" - Playlist - 02"
"Duran Duran","Duran Duran","The Reflex",https://www.discogs.com/release/3938856,1984,"7"" - Playlist - 02"
"Duran Duran","Duran Duran","The Wild Boys",https://www.discogs.com/release/3938899,1984,"7"" - Playlist - 02"
"Duran Duran","Duran Duran","Union Of The Snake",https://www.discogs.com/release/5373471,1983,"7"" - Playlist - 02"
"Dusty Springfield","Dusty Springfield","I Close My Eyes And Count To Ten",https://www.discogs.com/release/1137224,1968,"7"" - Retro - 01"
"Dusty Springfield","Dusty Springfield","I Only Want To Be With You",https://www.discogs.com/release/563025,1963,"7"" - Retro - 01"
"Dusty Springfield","Dusty Springfield","In Private",https://www.discogs.com/release/755048,1989,"7"" - Playlist - 02"
"Dusty Springfield","Dusty Springfield","In The Middle Of Nowhere",https://www.discogs.com/release/563028,1965,"7"" - Playlist - 02"
"Dusty Springfield","Dusty Springfield","Nothing Has Been Proved",https://www.discogs.com/release/1604280,1989,"7"" - Playlist - 02"
"Dusty Springfield","Dusty Springfield","Son-Of-A Preacher Man",https://www.discogs.com/release/6641207,1968,"7"" - Retro - 01"
"Dusty Springfield","Dusty Springfield","You Don't Have To Say You Love Me (Io Che No Vivo Senza Te)",https://www.discogs.com/release/563034,1966,"7"" - Retro - 01"
Dynasty,Dynasty,"I've Just Begun To Love You",https://www.discogs.com/release/15199946,1980,"7"" - Archive 02"
Eagles,Eagles,"Heartache Tonight",https://www.discogs.com/release/612628,1979,"7"" - Retro - 01"
Eagles,Eagles,"Life In The Fast Lane",https://www.discogs.com/release/2568959,1977,"7"" - Retro - 01"
Eagles,Eagles,"Lyin' Eyes / James Dean",https://www.discogs.com/release/2568951,1975,"7"" - Retro - 01"
Eagles,Eagles,"One Of These Nights",https://www.discogs.com/release/1545937,1975,"7"" - Retro - 01"
Eagles,Eagles,"Take It To The Limit",https://www.discogs.com/release/4022799,1981,"7"" - Archive 02"
